,Locations,count,enrolled
734,"Universitätsmedizin Greifswald; Klinik und Poliklinik für Hautkrankheiten, Greifswald, Germany | St. Josefskrankenhaus Heidelberg GmbH; Klinische Studienabteilung, Heidelberg, Germany | Diabetologikum Raab, Privatärztliche Facharztpraxis, Kassel, Germany | pro scientia med im Mare Klinikum, Department Klinische Forschung und Entwicklung, Kronshagen, Germany | Studienambulanz Leipzig, medamed GmbH, Leipzig, Germany | Diabetologikum Ludwigshafen, Gemeinschaftspraxis, Ludwigshafen, Germany | Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Universitätsklinikum Würzburg, Würzburg, Germany",1,23
735,"JST sp. z o.o., Częstochowa, Poland",1,20
736,"Shanghai Liver Disease Research Center, the Nanjing Military Command (Shanghai 85 Hospital), Shanghai, Shanghai, China",1,20
737,"Chapel Allerton Orthopaedic Centre, Leeds Teaching Hospitals NHS Trust, Leeds, West Yorkshire, United Kingdom",1,20
738,"NIBMT, Rawalpindi, Punjab, Pakistan",1,20
739,"Hospital Regional Lic Adolfo Lopez Mateos, Mexico City, Ciudad De Mexico CDMX (Mexico City), Mexico",1,20
740,"People's Liberation Army Central Air Force Hospital, Datong, Shanxi, China",1,20
741,"Peking Union Medical College Hospital, Beijing, China",1,20
742,"Hospital Universitario Niño Jesús, Madrid, Spain",1,20
743,"University of Genova, Genova, Italy",1,20
744,"Department of Rheumatology and Immunology, Nanjing University Medical College Affiliated Drum Tower Hospital, Nanjing, Jiangsu, China",1,20
745,"Shaoxing Second Hospital, Shaoxing, Zhejiang, China",1,20
746,"Center for Cancer and Blood Disorders, Bethesda, Maryland, United States | Medical College of Wisconsin, Madison, Wisconsin, United States",1,20
747,"Mayo Clinic Florida, Jacksonville, Florida, United States | Mayo Clinic Rochester, Rochester, Minnesota, United States",1,20
748,"ICATME-Hospital Quiron Dexeus, Barcelona, Spain",1,20
749,"Guangzhou Institute of Respiratory Disease, The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China",1,20
750,"The Second Affiliated Hospital of Kunmming Medical College, Kunming, Yunnan, China",1,20
751,"Instituto Oftalmológico Fernández - Vega, Oviedo, Asturias, Spain | Hospital Universitario de Cruces, Barakaldo, Bizkaia, Spain | Hospital General La Mancha Centro, Alcázar De San Juan, Ciudad Real, Spain | Hospital La Arruzafa, Córdoba, Spain | Hospital General Universitario Gregorio Marañon, Madrid, Spain | Hospital Universitario Fundación Jiménez Diaz, Madrid, Spain | Hospital Universitario La Paz, Madrid, Spain | Hospital Clínico Universitario de Valladolid, Valladolid, Spain",1,20
752,"Hospital Universitario Valle de Hebrón, Barcelona, Spain | Hospital Universitario Fundación Jiménez Diaz, Madrid, Spain | Hospital Universitario y Politécnico La Fe, Valencia, Spain",1,20
753,"Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China",1,20
754,"Chaitanya Hospital, Pune,, Maharashtra, India",1,20
755,"Kit Bartalos, Liberty, Missouri, United States",1,20
756,"Hadassah University Hospital, Jerusalem, Israel",1,20
757,"Charite Campus Virchow, Berlin, Germany | Campus Benjamin Franklin - CBF Charité - Universitätsmedizin, Berlin, Germany | University of hospital Bonn, Bonn, Germany | Hospital Cologne-Merheim, Köln, Germany | Emek Medical Center, Afula, Israel | Bnai Zion Medical Center, Haifa, Israel | Rambam Health Care Campus, Haifa, Israel | Galilee Medical Center, Nahariya, Israel | Baruch Padeh Medical Center, Poriya, Tiberias, Israel",1,23
758,"Diabetes Research Institute, University of Miami Miller School of Medicine, Miami, Florida, United States",1,24
759,"UZ Brussel, Brussel, Belgium",1,20
760,"Isar Medizin Zentrum, Munich, Bavaria, Germany",1,25
761,"Hospital Clinico Universitario, Valladolid, Spain | Instituto de Biologia y Genetica Molecular, Valladolid, Spain",1,25
762,"ICP Parkinson Institute, Milano, Italy",1,25
763,"Hospital Universitario de Cruces, Barakaldo, Bizkaia, Spain | Fundación Jiménez Díaz, Madrid, Spain",1,26
764,"KyungHee University Gangdong Hospital, Seoul, Korea, Republic of",1,26
765,"Hospital Universitario de Jerez de la Frontera, Jerez de la Frontera, Cádiz, Spain | Hospital Reina Sofía, Córdoba, Spain | Hospital Universitario Virgen de las Nieves, Granada, Spain | Hospital Universitario Virgen Macarena, Sevilla, Spain | Hospital Unversitario Virgen del Rocío, Sevilla, Spain | Hospital Nuestra Señora de Valme, Sevilla, Spain",1,26
766,"Huimin Yi, Guangzhou, Guangdong, China",1,26
767,"Department of Orthopaedic Surgery, Hôpital Henri Mondor, Créteil, France | Department of Orthopaedic Surgery, CHU Tours, Tours, France | University Children's Hospital, Tübingen, Germany | Department of Orthopaedic Trauma, University of Ulm, Ulm, Germany | Istituto Ortopedico Rizzoli, Bologna, Italy | Servicio de Cirugía Ortopédica y Traumatología ""A"", Hospital La Paz, Madrid, Spain",1,26
768,"University Hospital Reina Sofia, Córdoba, Spain | University Regional Hospital Carlos Haya, Málaga, Spain | University Hospital Virgen Macarena, Sevilla, Spain",1,26
769,"Institute of Regenerative medicine, Islamabad, Pakistan",1,26
770,"IOBA, Valladolid, Spain",1,27
771,"Zhongshan Ophthalmic Center, Guangzhou, Guangdong, China",1,27
772,"Severance Hospital, Seoul, Korea, Republic of",1,27
773,"Niigata University Medical & Dental Hospital, Niigata, Japan | Nihon University Itabashi Hospital, Tokyo, Japan",1,27
774,"Samsung Medical Center, Gangnam-Gu, Seoul, Korea, Republic of",1,28
775,"Shanghai ninth people's hospital, Shanghai, Shanghai, China",1,28
776,"Orthopedic Pain Specialists, Santa Monica, California, United States | Walnut Creek, California, United States",1,28
777,"The First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China",1,28
778,"Richard L. Roudebush VA Medical Center, Indianapolis, IN, Indianapolis, Indiana, United States",1,28
779,"University of Texas Rio Grande Valley School of Medicine, Harlingen, Texas, United States",1,28
780,"University of Sao Paulo School of Medicine Clinics Hospital, Sao Paulo, SP, Brazil",1,28
781,"eStudy Site, La Mesa, California, United States | Naval Medical Center San Diego, San Diego, California, United States",1,29
782,"Istituto Clinico Humanitas, Rozzano, Milano, Italy",1,25
783,"Deaprtment of Orthopedic Surgery and Tissue Culture Unit of the Department of Medical Biochemistry - Cairo University School of Medicne - Kasr Al Ainy Hospitals -Al-Saray Street, El Manial, Cairo, Egypt",1,25
784,"Hadassah Medical Organizaton, Jerusalem, Israel",1,24
785,"Department of Haematology, Christian Medical College, Vellore, Tamil Nadu, India",1,25
786,"Cell and Tissue Bank - Regenerative Medicine, Dr. Soetomo General Academic Hospital/ Faculty of Medicine Universitas Airlangga, Surabaya, East Java, Indonesia",1,24
787,"Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Stockholm, Sweden",1,24
788,"Dr. Soetomo General Academic Hospital/ Department Orthopaedic & Traumatology Faculty of Medicine Universitas Airlangga, Surabaya, East Java, Indonesia",1,24
789,"Nepean Hospital, Kingswood, New South Wales, Australia | St George Hospital, Kogarah, New South Wales, Australia | Westmead Hospital, Westmead, New South Wales, Australia | Footscray Hospital, Footscray, Victoria, Australia | Sunshine Hospital, Saint Albans, Victoria, Australia",1,24
790,"Department of Orthopaedics Postgraduate Institute of Medical Education & Research, Chandigarh, India",1,24
791,"Suburban Hospital, Bethesda, Maryland, United States | National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",1,24
792,"Lehigh Valley Hospital, Allentown, Pennsylvania, United States",1,24
793,"Catholic University of Korea, Seoul, Korea, Republic of",1,24
794,"Clínica Universidad de los Andes, Santiago, Xiii, Chile",1,24
795,"Armed Police General Hospital, P. R. China, Beijing, China",1,24
796,"Jinling hospital, Nanjing, Jiangsu, China",1,24
797,"Armed Police General Hospital, P.R. China, Beijing, China",1,24
798,"Houston Methodist Hospital System, Houston, Texas, United States",1,24
799,"Hospital Universitario Rio Hortega, Valladolid, Spain",1,24
800,"Cleveland Clinic Mellen Center, Cleveland, Ohio, United States",1,24
801,"University of Minnesota/Minneapolis Heart Institute, Minneapolis, Minnesota, United States | Texas Heart Institute/St. Luke's Hospital, Houston, Texas, United States",1,25
802,"Gulhane Military Medical Academy Department of Gastroenterology, Ankara, Turkey",1,25
803,"AOU Città della Salute e della Scienza di Torino, Torino, Italy",1,25
804,"Second Affiliated Hospital & SLE Research Centre, Kunming Medical University, Kunming China, Kunming, Yunan, China",1,25
805,"Hospital Federal de Bonsucesso, Rio de Janeiro, Brazil",1,25
806,"Mayo Clinic Jacksonville, Jacksonville, Florida, United States",1,25
807,"Shanghai General Hospital, Shanghai, Shanghai, China | Shanghai General Hospital, Shanghai, China",1,20
808,"Pusan National University Hospital, Pusan, Korea, Republic of",1,20
809,"Cartilage Restoration Center; RUSH University Medical Center, Chicago, Illinois, United States | Cartilage Repair Center; Brigham and Women's Hospital, Chestnut Hill, Massachusetts, United States",1,12
810,"SMG-SNU Boramae Medical Center, Seoul, Korea, Republic of",1,15
811,"Karolinska Institute, Karolinska University Hospital Solna, Stockholm, Sweden",1,15
812,"Yan'an Hospital of Kunming City, Kunming, China",1,15
813,"Cipto Mangunkusumo General Hospital, Jakarta Pusat, DKI Jakarta, Indonesia",1,15
814,"Kle Society'S Institute of Dental Sciences, Bengaluru, Karnataka, India",1,15
815,"University Clinic of Navarra, Navarra, Pamplona, Spain | Santa Creu i Sant Pau Hospital, Barcelona, Spain | Clinic i Provincial Hospital, Barcelona, Spain | University Hospital of Salamanca, Salamanca, Spain",1,15
816,"Franziskus-Krankenhaus, Berlin, Germany",1,15
817,"Tianjin Medical University General Hospital, Tianjin, Tianjin, China",1,15
818,"Soon cheun Hyang university bucheon hospital, Bucheon-si, Korea, Republic of | Ewha womwn university mokdong hospital, Seoul, Korea, Republic of | DaeHang Hospital, Seoul, Korea, Republic of | Samsung seoul Hospital, Seoul, Korea, Republic of | Seoul National University Hospital, Seoul, Korea, Republic of | Seoul Saint Mary's Hospital, Seoul, Korea, Republic of",1,15
819,"Mayo Clinic Rochester, Rochester, Minnesota, United States",1,15
820,"Indiana University School of Medicine, Indianapolis, Indiana, United States",1,15
821,"Karolinska Trial Alliance, Stockholm, Sweden",1,15
822,"Accurate Clinical Research, Pasadena, Texas, United States",1,15
823,"Clínica Universitaria de Navarra, Pamplona, Spain | Hospital Provincial de Navarra, Pamplona, Spain | Hospital Virgen del Camino, Pamplona, Spain",1,15
824,"Christian Medical College, Vellore, Tamil Nadu, India",1,15
825,"Yunfei Chen, Tianjin, Tianjin, China",1,15
826,"Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Huddinge, Sweden",1,15
827,"Leiden Universitary Medical Center, Leiden, Netherlands",1,15
828,"Seoul St. Mary's Hospital, Seoul, Korea, Republic of | SMG-SNU Boramae Medical Center, Seoul, Korea, Republic of",1,15
829,"University of Minnesota, Masonic Cancer Center and Medical Center, Minneapolis, Minnesota, United States | EB-Haus Austria; Salzburger Landeskliniken (SALK); Paracelsus Medizinische Privatuniversität Salzburg (PMU), Salzburg, Austria | Hôpital Saint-Louis; Département de dermatologie, Paris, France | Department of Dermatology, Medical Center-University of Freiburg, Freiburg, Germany | King's College London; St John's Institute of Dermatology;, London, United Kingdom | Great Ormond Street Hospital; Dermatology Department, London, United Kingdom",1,16
830,"Ren Ji Hospital, School of Medicine, Shanghai Jiao TongUniversity,, Shanghai, Shanghai, China",1,16
831,"H. Juan Ramón Jiménez, Huelva, Spain | Fundación Jiménez Díaz, Madrid, Spain | Hospital Regional U de Málaga, Málaga, Spain | Hospital U Virgen del Rocio, Sevilla, Spain",1,16
832,"Gatot Soebroto Hospital, Jakarta Pusat, DKI Jakarta, Indonesia | PT Prodia StemCell Indonesia, Jakarta, Indonesia",1,15
833,"IMAC Regeneration Center, Paducah, Kentucky, United States | Ozzie Smith IMAC Regeneration Center, Chesterfield, Missouri, United States | David Price IMAC Regeneration Center, Brentwood, Tennessee, United States",1,15
834,"Sydney Local Health District, Sydney, New South Wales, Australia | Royal Adelaide Hospital, Adelaide, South Australia, Australia | NHS Foundation Trust, Bristol, United Kingdom | NHS Trust, Leeds, United Kingdom | NHS Foundation Trust, Liverpool, United Kingdom | NHS Foundation Trust, Manchester, United Kingdom | NHS Foundation Trust, Nottingham, United Kingdom",1,16
835,"Jorge L. Alio, Alicante, Spain",1,15
836,"University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center, Cleveland, Ohio, United States",1,12
837,"Assisatnce Publique Hopitaux de Marseille, Marseille, France",1,12
838,"Yonsei University Wonju College of Medicine Wonju Christian Hospital, Wonju, Kangwon-do, Korea, Republic of",1,12
839,"Universitas Indonesia, Jakarta Pusat, DKI Jakarta, Indonesia",1,12
840,"Cipto Mangunkusumo hospital, Jakarta, DKI Jakarta, Indonesia",1,12
841,"Seoul National University Hospital, Seoul, Jongno-gu, Korea, Republic of",1,12
842,"Institute of Clinical Dentistry, University of Bergen, Bergen, Hordaland, Norway",1,13
843,"University Hospital Liège, Liège, Belgium",1,13
844,"Chungnam National University Hospital, Daejeon, Chungcheongnam-do, Korea, Republic of",1,13
845,"Boca Raton Regional Hospital, Boca Raton, Florida, United States | Jackson Memorial Hospital, Miami, Florida, United States | University of Miami Hospital, Miami, Florida, United States | New York Medical College, Valhalla, New York, United States | Duke Hospital, Durham, North Carolina, United States",1,14
846,"Medical University of Vienna, Vienna, Austria",1,14
847,"Département de cardiologie du Pr Michel KOMADJA, Paris, France",1,14
848,"China Medical University Hospital, Taichung, Non-US, Taiwan | Tri-Service General Hospital, Taipei City, Taiwan",1,14
849,"Siriraj Hospital Mahidol University, Bangkoknoi, Bangkok, Thailand",1,14
850,"Centro Medico Teknon-ITRT, Barcelona, Spain",1,15
851,"Korea University Anam Hospital, Seoul, Seongbukgu, Korea, Republic of",1,15
852,"Van Hanh Geral Hospital, Ho Chi Minh City, Ho Chi Minh, Vietnam",1,15
853,"The Second Affiliated Hospital of Kunming Medical College, Kunming, Yunnan, China",1,15
854,"Trauma Service. Hospital Universitario de Salamanca, Salamanca, Castilla-León, Spain",1,15
855,"The Third Affiliated Hospital,Sun Yat-sen University, Guangzhou, Guangdong, China",1,15
856,"Grupo Espanol de trasplantes hematopoyeticos y terapia celular, Madrid, Spain",1,15
857,"University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States",1,16
858,"State Research Center Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",1,16
859,"Institute of Hematology and Blood Diseases Hospital Chinese Academy of Medical Sciences and Peking Union Medical College, Tianjin, China",1,20
860,"Hospital ASEPEYO Sant Cugat, Sant Cugat, Barcelona, Spain",1,19
861,"Hospital de Jerez de la Frontera., Jerez de la Frontera, Cádiz., Spain | Hospital Universitario Virgen de las Nieves, Granada., Spain | Hospital Universitario Virgen del Rocío de Sevilla, Sevilla, Spain | Hospital Clínico de Valencia, Valencia, Spain",1,19
862,"Boston Children's Hospital, Boston, Massachusetts, United States",1,19
863,"University Hospital La Paz, Madrid, Spain",1,19
864,"Fondazione IRCCS Ca' Granda Ospedale Maggiore di Milano, Milan, Italy",1,20
865,"The Kyiv City Clinical Hospital №2, Kyiv, Ukraine",1,20
866,"UH Hospitals Cleveland, Cleveland, Ohio, United States | MetroHealth Medical Center, Cleveland, Ohio, United States",1,20
867,"Punta Pacifica Hospital, Panama City, Panama",1,20
868,"Department of Respiration,Affiliated Hospital to Academy of Military Medical Sciences, Beijing, China",1,20
869,"Asian American Liver Centre - Gleneagles Hospital (Annexe Block), Singapore, Singapore | Parkway Cancer Centre - Gleneagles Hospital, Singapore, Singapore | Desmond Wai Liver & Gastrointestinal Disease Centre - Mount Elizabeth Novena Specialist Centre, Singapore, Singapore",1,20
870,"Jinnah Hospital, Lahore, Punjab, Pakistan",1,20
871,"Sahel Teaching Hospital, Sahel, Cairo, Egypt | Sahel Teaching Hospital - General Committee of Teaching Hospitals and Institutes, Shubra, Cairo, Egypt | Sahel Teaching Hospital, General Commettee of Teaching Hospitals and Institutes., Shubra, Cairo, Egypt",1,20
872,"LIMITED LIABILITY COMPANY ""A.A. PARTNERS"" (Medical company ilaya®), Kiev, Ukraine",1,20
873,"Renmin Hospital of Wuhan University (East Campus), Wuhan, Hubei, China",1,20
874,"University of Southern California, Los Angeles, California, United States | Stanford University School of Medicine, Redwood City, California, United States | The Mount Sinai Hospital, New York, New York, United States | Cleveland Clinic, Cleveland, Ohio, United States",1,20
875,"Taipei Medical University - WanFang Hospital, Taipei, Taiwan",1,20
876,"Military Medical Academy, Cairo, Egypt",1,20
877,"Hopsital U. Virgen Macarena, Sevilla, Seville, Spain | CABIMER (Andalusian Center for Molecular Biology and Regenerative Medicine), Seville, Spain",1,20
878,"Renmin Hospital of Wuhan University, Wuhan, Hubei, China",1,20
879,"Hebei Newtherapy BIo-Pharma Technology Co., Ltd, Shijiazhuang, Hebei, China",1,20
880,"Gatot Soebroto Hospital, Jakarta Pusat, DKI Jakarta, Indonesia",1,20
881,"Universitair Medisch Centrum Utrecht, Utrecht, Netherlands",1,20
882,"CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of",1,19
883,"Ankara University Biotechnology Institute, Ankara, Türkiye, Turkey | Umut Arslan, Ankara, Turkey",1,18
884,"Sholahuddin Rhatomy, Sleman, Yogyakarta, Indonesia",1,16
885,"Tongji Hospital, Tongji Medical College of Science and Technology, Wuhan, Hubei, China",1,18
886,"Clinica Universitaria de Navarra, Av Pio XII ,36, Pamplona, Navarra, Spain | Hospital Universitario Reina Sofía, Córdoba, Spain | Hospital Clínico Universitario Virgen de la Arrixaca, Murcia, Spain | Hospital Regional Universitario de Málaga, Málaga, Spain | Hospital clinico universitario de salamanca, Salamanca, Spain | Virgen del Rocio University Hospital, av. Manuel Siurot s/n, Sevilla, Spain",1,16
887,"Indiana University, Indianapolis, Indiana, United States",1,16
888,"South China Research Center for Stem Cell and Regenerative Medicine,South China Institute of Biomedicine, Guangzhou, Guangdong, China",1,16
889,"University Hospital Cleveland Medical Center, Cleveland, Ohio, United States",1,16
890,"Translational and Regenerative Medicine, Chandigarh, India",1,17
891,"Kle Society'S Institute of Dental Sciences, Bangalore, Karnataka, India",1,17
892,"Miami Baptist Hospital, Miami, Florida, United States | Sanford Research, Sioux Falls, South Dakota, United States",1,17
893,"Servicio de Neumología, Clínica Universidad de Navarra, Pamplona, Navarra, Spain | Servicio de Neumología. Hospital Universitario de Salamanaca, Salamanca, Spain",1,17
894,"Hospital de Neurorehabilitació Institut Guttmann, Badalona, Barcelona, Spain | Complexo Hospitalario Universitario A Coruña (CHUAC), A Coruña, Spain",1,18
895,"Exercise Physiology Lab, Institute of Human Movement Sciences and Sport, ETH Zurich, Zürich, Zurich, Switzerland",1,18
896,"UH Montpellier, Montpellier, France | Orthopädische Klinik, Würzburg, Germany",1,18
897,"Joint & Spine Center, SMG-SNU Boramae Medical Center, Department of Orthopedic Surgery, Seoul National University College of Medicine, Seoul, Korea, Republic of",1,18
898,"University of Illinois, Department of Ophthalmology and Visual Sciences, Chicago, Illinois, United States",1,18
899,"King Faisal Sepcialist Hospital and Research Center, Jeddah, Saudi Arabia",1,18
900,"SMG-SNU Boramae Hospital, Seoul, Korea, Republic of",1,18
901,"Shanghai Sixth People's Hospital, Shanghai, Shanghai, China",1,18
902,"Hunter Holmes McGuire VA Medical Center, Richmond, Virginia, United States",1,18
903,"Jakarta Eye Center Hospital, Jakarta, DKI Jakarta, Indonesia | Sardjito Hospital, Yogyakarta, Special Region, Indonesia",1,18
904,"University hospital of North Norway, Tromsø, Troms Og Finnmark, Norway | St.Olav university hospital, Trondheim, Trøndelag, Norway | Haukeland University Hospital, Bergen, Vestland, Norway | Akershus university hospital, Lørenskog, Viken, Norway",1,18
905,"Sir Run Run Shaw hopital,School of medicine,Zhejiang University, Hangzhou, China",1,18
906,"Seoul National University Hospital, Seoul, Korea, Republic of | Soonchunhyang University Seoul Hospital, Seoul, Korea, Republic of | Hanyang University Seoul Hospital, Seoul, Korea, Republic of",1,18
907,"University of Miami Health Systems, Miami, Florida, United States",1,0
