,Brief Title,count,enrolled
1364,Safety of Cultured Autologous Adult Adipose Derived Mesenchymal Stem Cell Intravenous Infusion for CP,1,15
1365,Allogeneic Amniotic Mesenchymal Stem Cell Therapy for Lupus Nephritis,1,16
1366,Autologous Adipose Tissue Derived Mesenchymal Stem Cells for Rotator Cuff Disease,1,18
1367,Therapy of Toxic Optic Neuropathy Via Combination of Stem Cells With Electromagnetic Stimulation,1,18
1368,Treatment With Human Umbilical Cord-derived Mesenchymal Stromal Cells in Systemic Sclerosis,1,18
1369,ADIPOA - Clinical Study,1,18
1370,A First-In-Human Phase 1b Study of AmnioPul-02 in COVID-19,1,18
1371,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Degenerative Arthritis,1,18
1372,Safety Observation on hESC Derived MSC Like Cell for the Meniscus Injury,1,18
1373,Clinical Study of Allergic Rhinitis Therapy by Stem Cells,1,18
1374,Safety of Topical Mesenchymal Stromal Cell Secretome for Ocular Surface Disease,1,18
1375,Oxidative Stress as an Acute Exercise-induced Mechanism of Stem and Progenitor Cell Mobilization,1,18
1376,Evaluation the Treatment of Nonunion of Long Bone Fracture of Lower Extremities (Femur and Tibia) Using Mononuclear Stem Cells From the Iliac Wing Within a 3-D Tissue Engineered Scaffold,1,18
1377,Study of Autologous Mesenchymal Stem Cells to Treat Idiopathic Pulmonary Fibrosis,1,17
1378,To Elucidate the Effect of Mesenchymal Stem Cells on the T Cell Repertoire of the Kidney Transplant Patients,1,17
1379,Hepatocyte Microbeads for Acute Liver Failure,1,17
1380,Umbilical Cord Lining Stem Cells (ULSC) in Patients With COVID-19 ARDS,1,17
1381,Regenerative Potential of Supercell Glue and Platelet Rich Fibrin Matrix,1,17
1382,Impact of Mesenchymal Stem Cells in Knee Osteoarthritis,1,16
1383,the Treatment of Human Bone Marrow Mesenchymal Stem Cells in Ocular Corneal Burn,1,16
1384,A Clinical and Histological Analysis of Mesenchymal Stem Cells in Amputation,1,16
1385,Allogeneic Bone Marrow MSC Therapy for Knee Osteoarthritis,1,18
1386,Knee Osteoarthritis Treatment With Adipose-derived Stem Cells: Phase II Clinical Trial,1,18
1387,Study of Mesenchymal Autologous Stem Cells as Regenerative Treatment for Multiple Sclerosis,1,18
1388,Allogeneic Mitochondria (PN-101) Transplantation for Refractory Polymyositis or Dermatomyositis,1,18
1389,Multicenter Clinical Trial for the Evaluation of Mesenchymal Stem Cells From Adipose Tissue in Patients With Chronic Graft Versus Host Disease.,1,19
1390,Mesenchymal Stromal Cells for the Treatment of Non-union Fractures of Long Bones,1,19
1391,Evaluation of the Safety and Potential Therapeutic Effects After Intravenous Transplantation of Cordstem-ST in Patients With Cerebral Infarction,1,19
1392,Mesenchymal Stem Cell Therapy for Lung Rejection,1,19
1393,"Reparative Therapy in Acute Ischemic Stroke With Allogenic Mesenchymal Stem Cells From Adipose Tissue, Safety Assessment, a Randomised, Double Blind Placebo Controlled Single Center Pilot Clinical Trial",1,19
1394,The Efficacy of Mesenchymal Stem Cells for Stimulate the Union in Treatment of Non-united Tibial and Femoral Fractures in Shahid Kamyab Hospital,1,19
1395,Mesoblast Stem Cell Therapy for Patients With Single Ventricle and Borderline Left Ventricle,1,19
1396,Intravenous Injection of Adipose Derived Mesenchymal Stem Cell for ALS,1,19
1397,Clinical Study of Umbilical Cord Mesenchymal Stem Cells Combined With Collagen Scaffold in the Treatment of Thin Endometrium,1,18
1398,Boost Brittle Bones Before Birth,1,18
1399,Mesenchymal Stem Cells for The Treatment of Acute Respiratory Distress Syndrome (ARDS),1,18
1400,Treatment of Patients With Trophic Ulcers Using Mesenchymal Stem Cells,1,18
1401,Safety of Locally Delivered Allogeneic Mesenchymal Stromal Cells,1,18
1402,Phase I/IIa Clinical Trial of Human Umbilical Cord Mesenchymal Stem Cell Injection in the Treatment of Idiopathic Pulmonary Fibrosis (IPF),1,18
1403,Safety Issues of Peribulbar Injection of UC-MSC in Patients With Retinitis Pigmentosa,1,18
1404,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Therapy for Patients With Knee Osteoarthritis,1,18
1405,Cell Therapy With Mesenchymal Stem Cell in Ischemic Limb Disease,1,18
1406,Cell Therapy for Chronic Traumatic Cervical Incomplete Spinal Cord Injury,1,18
1407,"Study, Double Blind, Randomized, Comparing Two Groups to Evaluate the Safety and Efficacy of Autologous Mesenchymal Stem Cells From Adipose Tissue (CMMAd) in the Treatment of the Faecal Incontinence",1,16
1408,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Alzheimer's Disease,1,16
1409,Safety and Effect of Adipose Tissue Derived Mesenchymal Stem Cell Implantation in Patients With Spinal Cord Injury,1,15
1410,Mesenchymal Stem Cells (MSCs) for Perianal Fistula,1,16
1411,Study of Human Umbilical Cord-derived Mesenchymal Stem Cells for Treatment of Refractory Immune Thrombocytopenia,1,15
1412,Haploidentical Stem Cell Transplantation in Neuroblastoma,1,15
1413,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CP,1,15
1414,A Study of REcycled CartiLage Auto/Allo IMplantation to Treat and Repair Focal Hip Cartilage Defects,1,15
1415,Safety of Intramuscular Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia,1,15
1416,Treatment of Fistulous Crohn's Disease by Implant of Autologous Mesenchymal Stem Cells Derived From Adipose Tissue,1,15
1417,Potential Use of Autologous and Allogeneic Mesenchymal Stem Cells in Patients With Multiple System Atrophy,1,15
1418,Combination of Conditioned Medium and Umbilical Cord-Mesenchymal Stem Cells Therapy for Acute Stroke Infarct,1,15
1419,ViviGen Cellular Bone Matrix for Hindfoot or Ankle Arthrodesis,1,15
1420,Adult Stem Cell Therapy for Repairing Articular Cartilage in Gonarthrosis,1,15
1421,Intrathecal Transplantation Of Autologous Adipose Tissue Derived MSC in the Patients With Spinal Cord Injury,1,15
1422,Evaluation of Stem Cell Therapy Effects on the Immune Response in Rheumatoid Arthritis Patients,1,15
1423,Treatment of Refractory (Acute or Chronic) Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell,1,15
1424,A Study of Local Administration of Autologous Mesenchymal Stromal Cells in Dysphonic Patients With Vocal Fold Scarring,1,15
1425,The Effect of Platelet Rich Fibrin Matrix With and Without Peripheral Blood Mesenchymal Stem Cells on Implant Stability,1,15
1426,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Duchenne Muscular Dystrophy,1,15
1427,Clinical Trial Based on the Use of Mesenchymal Stem Cells From Autologous Bone Marrow in Patients With Lumbar Intervertebral Degenerative Disc Disease,1,15
1428,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for MS,1,15
1429,Phase 1/2a Clinical Trial to Assess the Safety of HB-adMSCs for the Treatment of Rheumatoid Arthritis,1,15
1430,Stem Cell Therapy to Improve Burn Wound Healing,1,15
1431,Gingival Crevicular Fluid Bone Morphogenetic Protein - 2 Release Profile Following the Use of Perforated Membrane,1,15
1432,Stem Cell Fistula Plug in Cryptoglandular Perianal Fistulas (MSC-AFP),1,15
1433,A Phase I Study Evaluating Autologous Bone Marrow Derived Mesenchymal Stromal for Crohn's Disease.,1,16
1434,Pilot Study of Stem Cell Treatment of Patients With Vocal Fold Scarring,1,16
1435,A Study of CYP-001 for the Treatment of Steroid-Resistant Acute Graft Versus Host Disease,1,16
1436,Safety and Tolerability of a Single Intravenous Infusion of BX-U001 in Refractory Rheumatoid Arthritis,1,16
1437,Regeneration of Posterior Cruciate Ligament Injury Using Hypoxic Conditioned Allogenic Adipose Mesenchymal Stem Cell and Condition Medium,1,16
1438,Phase I/II Study of AloCelyvir in Patients With Metastatic Uveal Melanoma,1,16
1439,Safety of UC-MSC Transfusion for ACLF Patients,1,16
1440,Effect of Human Umbilical Cord-derived Mesenchymal Stem Cells on Non-cardiac Surgery-induced Lung Injury,1,16
1441,Umbilical Cord(UC)-Derived Mesenchymal Stem Cells(MSCs) Treatment for the 2019-novel Coronavirus(nCOV) Pneumonia,1,16
1442,Clinical Trial With MSC for Graft Versus Host Disease Treatment,1,16
1443,Boost to Brittle Bones - Stem Cell Transplantation for Treatment of Brittle Bones,1,15
1444,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With AD-MSCs in Psoriasis,1,16
1445,"PHASE 1, OPEN-LABEL SAFETY STUDY OF UMBILICAL CORD LINING MESENCHYMAL STEM CELLS (CORLICYTE®) TO HEAL CHRONIC DIABETIC FOOT ULCERS",1,16
1446,Effectiveness and Safety of MMSCs for Enhancing Hematopoietic Recovery and Prophylaxis of Neutropenic Enterocolitis,1,16
1447,Allogeneic ABCB5-positive Stem Cells for Treatment of Epidermolysis Bullosa,1,16
1448,Allogeneic Mesenchymal Human Stem Cells Infusion Therapy for Endothelial DySfunctiOn in Diabetic Subjects,1,16
1449,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IBD,1,15
1450,Therapeutic Strategy and the Role of Mesenchymal Stromal Cells for ABO Incompatible Liver Transplantation,1,15
1451,Feasibility and Safety of Allogeneic Adipose Mesenchymal Stem Cells (aMSCs) Delivery Into Kidney Allografts Procured From Deceased Donors With High Kidney Donor Profile Index (KDPI),1,15
1452,Expanded Access Multi-Patient Experimental Treatment Involving Allogeneic Human Mesenchymal Stem Cells (hMSCs) in Subjects With Acute Ischemic Stroke (EXPAND),1,0
