,Official Title,count,enrolled
488,Individual Patient Expanded Access IND of Autologous HBadMSCs for the Treatment of Amyotrophic Lateral Sclerosis,1,0
489,"Intermediate-size Expanded Access of Remestemcel-L, Human Mesenchymal Stromal Cells, for Multisystem Inflammatory Syndrome in Children (MIS-C) Associated With Coronavirus Disease (COVID-19)",1,0
490,Infusion of Allogeneic Stromal Mesenchymal Stem Cells From Wharton´s Jelly in Patients With Diffuse Cutaneous Systemic Sclerosis With Refractory Pulmonary Involvement to Treatment,1,0
491,"Intermediate-size Expanded Access of Remestemcel-L, Ex-vivo Cultured Adult Human Mesenchymal Stromal Cells for Acute Respiratory Distress Syndrome Due to COVID-19 Infection",1,0
492,Individual Patient Expanded Access IND of Hope Biosciences Allogeneic First Blood Relative Adipose-derived Mesenchymal Stem Cells (HB-adMSCs) for Pancreatic Cancer,1,0
493,An Expanded Access IND to Evaluate the Safety and Efficacy of Autologous HB-adMSCs for the Treatment of a Single Patient With Polyneuropathy,1,0
494,Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cell Therapy for Chronic Spinal Cord Injury,1,0
495,Individual Patient Expanded Access IND of Autologous Adipose-derived Mesenchymal Stem Cells for the Treatment of Cerebral Palsy,1,0
496,Efficacy of Stem Cell Transplantation Compared to Rehabilitation Treatment of Children With Cerebral Paralysis,1,300
497,Different Efficacy Between Rehabilitation Therapy and Umbilical Cord Derived Mesenchymal Stem Cells Transplantation in Patients With Chronic Spinal Cord Injury in China,1,300
498,Early Prediction of Chronic Allograft Nephropathy by Non Invasive Monitoring of Urinary Cell mRNAs,1,300
499,Autologous Adipose-derived Mesenchymal Stem Cells in the Treatment of Tendon Disease: a Randomized Controlled Trial,1,200
500,The Treatment of Bronchopulmonary Dysplasia by Intratracheal Instillation of Mesenchymal Stem Cells,1,200
501,Clinical Study for the Prophylactic Efficacy of Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs) Against Coronavirus 2019 (COVID-19),1,200
502,"Umbilical Cord-derived Mesenchymal Stem Cells for Ischemic Stroke (UMSIS): a Prospective, Double-blinded, Randomized Controlled, Pilot Study",1,200
503,Randomized Control Trial of Mesenchymal Stem Cell Transplantation in Decompensated Liver Cirrhosis Resulted From Viral Hepatitis,1,200
504,Mesenchymal Stem Cells Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant Acute Graft-versus-host Disease After Allogeneic Stem Cell Transplantation,1,200
505,"Randomised, Double-blind, Placebo-controlled, Intravenous Infusion Human Wharton' Jelly-derived Mesenchymal Stem Cells in Patients With Acute Myocardial Infarction",1,200
506,Umbilical Cord Mesenchymal Stem Cell Transfusion in Patients With Severe Liver Cirrhosis,1,200
507,"A Multicenter, Randomized, Open-label Phase III Clinical Trial to Evaluate Efficacy and Safety of the Cellgram-LC in Patients With Alcoholic Liver Cirrhosis",1,200
508,"A Randomized, Placebo-Controlled, Double-blind, Dose-Ranging, Multicenter, Phase IIb Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-CVU on Wound Healing of Therapy-Resistant Chronic Venous Ulcer (CVU)",1,200
509,"A Randomised, Open-label, Multicentre, Phase 3 Trial of First-line Treatment With Mesenchymal Stromal Cells MC0518 Versus Best Available Therapy in Adult and Adolescent Subjects With Steroid-refractory Acute Graft-versus-host Disease After Allogeneic Haematopoietic Stem Cell Transplantation (IDUNN Trial)",1,210
510,Safety and Efficacy of Human Unbilical Cord Derived-mesenchymal Stem Cells Treatment for Patients With Decompensated Liver Cirrhosis,1,200
511,"Mesenchymal Stem Cell Transplantation for Acute-on-chronic Liver Failure, a Randomized, Double Blind, Placebo Controlled Trial",1,200
512,Clinical Trial of Umbilical Cord-Derived Mesenchymal Stem Cells Transplantation for Rheumatoid Arthritis-Phase I/II,1,200
513,"A Randomized, Double Blind, Two Arms, Controlled Phase I/II Safety and Efficacy Study on MesoCellA-Ortho Tissue Engineered Product Intraarticularly Administrated in Adult Patients With Osteoarthrosis",1,200
514,"Role of Mesenchymal Stem Cells Exosomes Derived microRNAs; miR-136, miR-494 and miR-495 in Pre-eclampsia Diagnosis and Evaluation",1,200
515,Pre-clinical Models for Mesenchymal Stem Cell Therapy in Hemophilic Arthropathy,1,200
516,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Prochymal® Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute GVHD",1,192
517,Clinical Study of Umbilical Cord Mesenchymal Stem Cells as First-line Treatment for Patients With Acute Graft Versus Host Disease,1,182
518,Clinical Comparison of Safety and Efficacy of Allogeneic Umbilical-Cord and Bone Marrow-derived Mesenchymal Stem Cells Transplantation for HBV-related Liver Failure,1,210
519,"A Phase II, Multi-center, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL® (Ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction",1,220
520,"A Phase III, Randomized, Double Blind, Parallel Group, Placebo Controlled, Multicentre Study to Assess Efficacy and Safety of Expanded Allogeneic Adipose-derived Stem Cells (eASCs) for the Treatment of Perianal Fistulising Crohn's Disease Over a Period of 24 Weeks and an Extended Follow-up Period up to 104 Weeks.",1,278
521,Phase III Study of Human Bone Marrow-Derived Mesenchymal Stem Cells to Treat AS,1,250
522,Phase 1/2 Study of UC-MSC Treatment for the Evaluation the Efficacy and Safety in Patients With Liver Cirrhosis,1,266
523,"A Phase 3, Randomized Double-Blind, Placebo-Controlled Multicenter Study to Evaluate Efficacy and Safety of Repeated Administration of NurOwn® (Autologous Mesenchymal Stem Cells Secreting Neurotrophic Factors) in Participants With ALS",1,263
524,Umbilical Cord Blood Derived Mesenchymal Stem Cells Infusion for HBV-Related Acute-on-Chronic Liver Failure: A Randomized Controlled Trial,1,261
525,"Multi-center, Randomized, Double-Blind, Placebo Controlled Phase 3 Clinical Trial to Evaluate Efficacy and Safty of Mesenchymal Stem Cells JointStem in Patients With Knee Osteoarthritis",1,260
526,"A Phase III, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD",1,260
527,A Prospective Multicenter Clinical Study to Evaluate The Safety and Efficiency of Human Umbilical Cord Mesenchymal Stem Cell Transfusion in Patients With Decompensated Liver Cirrhosis.,1,252
528,Autologous Peripheral Blood Mesenchymal Stem Cell Transplantation for Repair of Degree IV Local Cartilage Injury of Knee Joint,1,252
529,The Effects and Safety of Mesenchymal Stem Cells in the Treatment of Moderate/Severe Rheumatoid Arthritis， a Multicenter Randomized Controlled Clinical Study,1,250
530,The Safety/Efficacy Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells Therapy for Patients With Lumbar Discogenic Pain,1,242
531,Mesenchymal Stromal Cells for the Treatment of Moderate to Severe COVID-19 Acute Respiratory Distress Syndrome,1,223
532,Prediction AlgoriThm for regeneraTive Medicine Approach in knEe OA: New Decision-making Process Based on Patient pRofiliNg,1,240
533,"A Randomized, Double-blind, Placebo-controlled, Multicenter Trial to Evaluate the Efficacy and Safety of Human Umbilical Cord-derived Mesenchymal Stem Cells Combined With Standard Therapy in Patients With Decompensated Cirrhosis",1,240
534,Safety and Efficacy of Human Umbilical Cord Derived Mesenchymal Stem Cells for Treatment of HBV-related Liver Cirrhosis,1,240
535,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications,1,240
536,Transplantation of Mesenchymal Stem Cells for Prevention of Acute Myocardial Infarction Induced Heart Failure: A Phase III Randomized Clinical Trial,1,240
537,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications,1,240
538,"A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy and Safety of Human Umbilical Cord-derived Mesenchymal Stem Cells in the Treatment of Decompensated Cirrhosis Patients(MSC-DLC-2)",1,240
539,"A Randomized, Double-Blind, Parallel-Controlled, Multi-Center Study to Evaluate the Safety and Efficacy of Human Umbilical Cord Mesenchymal Stem Cells in Patients With Lupus Nephritis",1,230
540,"A Phase II, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy and Safety of Human Umbilical Cord-derived Mesenchymal Stem Cells in the Treatment of Severe COVID-19 Patients",1,100
541,"A Phase IIb, Prospective, Multicentre, Double-blind, Triple-arm, Randomized Versus Placebo Trial, to Assess the Efficacy of a Single Injection of Either 2 or 10 x 106 Autologous Adipose Derived Mesenchymal Stromal Cells (ASC) in the Treatment of Mild to Moderate Osteoarthritis (OA) of the Knee, Active and Unresponsive to Conservative Therapy for at Least 12 Months",1,100
542,A Prospective Randomized Trial of Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Anterior Cruciate Ligament Reconstruction,1,100
543,Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair,1,62
544,Mesenchymal Stem Cell for Treatment of Interstitial Lung Disease After Allogenetic Hematopoietic Stem Cell Transplantation,1,60
545,Phase II Study for the Transfer of Bone Marrow-Derived Mononuclear and Mesenchymal StemCells Into the Myocardium for the Treatment of Severe Coronary Ischemia,1,60
546,"Use of Autologous Bone Marrow Derived Mesenchymal Stromal Cells in Combination With Platelet Lysate Product for Human Long Bone Nonunion Treatment, A Phase 2-3 Clinical Trial",1,60
547,"Allogeneic Mesenchymal Stromal Cells for Angiogenesis and Neovascularization in No-option Ischemic Limbs; A Double-blind, Randomized, Placebo-controlled Trial",1,60
548,Mesenchymal Stem Cells From Third-party Donors for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplantation,1,60
549,Optimization of the Complex Treatment of Nonischemic Dilated Cardiomyopathy Due to the Addition to the Standard Drug Therapy of Intracoronary Administration of Umbilical Cord-derived Mesenchymal Stromal Cells,1,60
550,Mesenchymal Stem Cells Combined With Cord Blood for Treatment of Graft Failure Following Autologous Hematopoietic Stem Cell Transplantation,1,60
551,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,1,60
552,Resurfacing Articular Cartilage With Mesenchymal Stem Cells Transplantation in Patients With Knee Joint Osteoarthritis Affected by Rheumatoid Arthritis: Randomized Triple Blind Clinical Trial Phase II/III (ACRCT),1,60
553,Human Mesenchymal Stem Cells in the Synovial Fluid of the Hip in Patients With Osteonecrosis of the Femoral Head,1,60
554,Cellular Therapy for Type 1 Diabetes Using Mesenchymal Stem Cells,1,60
555,Clinical Study of Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for Treatment of Knee Osteoarthritis,1,60
556,"A Prospective, Multicentric, Phase I/II, Open Label, Randomized, Interventional Study to Evaluate the Safety and Efficacy of Intramuscular and Intravenous Administration of Autologous ADMSCS for Treatment of Critical Limb Ischemia (CLI).",1,60
557,Follow-up Study of Safety and Efficacy in Subjects Who Completed PNEUMOSTEM® Phase II (MP-CR-012) Clinical Trial,1,60
558,Efficacy and Safety of Bone Marrow-derived Mesenchymal Stem Cells (BM-MSCs) on Chronic Antibody-mediated Rejection (cAMR) After Kidney Transplantation: A Multi-center Perspective Study,1,60
559,"Evaluation of the Efficacy of Natural Senolytic Agents and NLRP3 Inhibitors in Treatment of Osteoarthritis:Randomized, Single Blinded ,Placebo Controlled Trial",1,60
560,"Impact of Obesity, Chronic Kidney Disease and Type 2 Diabetes on Human Urinary Stem Cells",1,60
561,"Intravenous Administration of Autoserum-cultured Autologous Mesenchymal Stem Cells in Ischemic Stroke: A Single Center, Randomized, Open Label, Prospective, Phase 3 Study",1,60
562,"A Prospective, Multicentric, Phase I/II, Open Label, Randomized, Interventional Study to Evaluate the Safety and Efficacy of Intravenous Autologous Adipose Derived Adult Stem Cells for Treatment of Idiopathic Pulmonary Fibrosis (IPF).",1,60
563,A Clinical Study of Allogeneic Human Adipose-derived Mesenchymal Progenitor Cell Exosomes (haMPC-Exos) Nebulizer for the Treatment of Carbapenem-resistant Gram-negative Bacilli-induced Pulmonary Infection,1,60
564,Treatment of Refractory Crohn's Disease Lesions by Local Injection of Mesenchymal Stem Cells,1,60
565,Transplantation of Autologous Platelet Rich Gel Combined With Autologous Bone Marrow Mesenchymal Stem Cells for Treatment of Diabetic Foot Ulcer,1,60
566,"A Phase 2A Randomized, Placebo-Controlled Study of Intravenous Allogeneic Adipose-Derived Mesenchymal Stem Cells to Treat Post COVID-19 ""Long Haul"" Pulmonary Compromise",1,60
567,The Effect of Stem Cell Therapy and Comprehensive Physical Therapy in Motor and Non-Motor Symptoms in Patients With Multiple Sclerosis: A Comparative Study.,1,60
568,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,1,60
569,A Phase II Study of Intrathecal Autologous Adipose-derived Mesenchymal Stromal Cells for Amyotrophic Lateral Sclerosis,1,60
570,Efficacy Difference Between Rehabilitation Therapy and Umbilical Cord Derived Mesenchymal Stem Cells Transplantation in Patients With Acute or Chronic Spinal Cord Injury in China,1,60
571,Exosome of Mesenchymal Stem Cells for Multiple Organ Dysfuntion Syndrome After Surgical Repaire of Acute Type A Aortic Dissection: a Pilot Study,1,60
572,Clinical Study of Cord Blood Mononuclear Cells (UCB-MNCs) in the Treatment of Knee Osteoarthritis,1,60
573,Combined CABG and Stem-Cell Transplantation for Heart Failure,1,60
574,Efficacy of Allogenic Bone Marrow Stem Cells Transplantation in Patients With Liver Failure Resulting From Chronic Hepatitis B,1,60
575,To Evaluate the Safety and Efficacy of Dental Pulp Mesenchymal Stem Cells in the Treatment of Primary Mild to Moderate Knee Osteoarthritis Using Sodium Hyaluronate as a Parallel Control.,1,60
576,"Prospective, Randomized, Multi-center Phase 2 Clinical Trial of Allogeneic Bone Marrow-derived Human Mesenchymal Stromal Cells (hMSCs) for the Treatment of Acute Respiratory Distress Syndrome (ARDS)",1,60
577,Multicenter Phase I/IIa Study of Mesenchymal Stromal Cells for the Treatment of Patients With SARS-CoV-2 Pneumonia.,1,60
578,Treatment of Patients With Allergic Rhinitis and Chronic Polypous Rhinosinusitis With Olfactory Mucosa-derived Mesenchymal Stem Cells,1,60
