,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
166,167,NCT05147766,Congestive Heart Failure|Angina,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Heart Disease,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Heart Disease,St. John's,,Antigua and Barbuda,February 2022
167,168,NCT05158439,Tourette Syndrome,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Tourette Syndrome,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Tourette Syndrome,St. John's,,Antigua and Barbuda,January 2022
168,169,NCT05003908,Diabetes,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Diabetes,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Diabetes,St. John's,,Antigua and Barbuda,February 2022
169,170,NCT05147688,Pulmonary Disease|Asthma|Chronic Obstructive Pulmonary Disease,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Pulmonary Diseases,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Pulmonary Diseases,St. John's,,Antigua and Barbuda,December 2021
170,171,NCT05018819,Cerebral Palsy,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CP,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Cerebral Palsy,St. John's,,Antigua and Barbuda,February 2022
171,172,NCT05152394,Parkinson Disease,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Parkinson's Disease,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Parkinson's Disease,St. John's,,Antigua and Barbuda,January 2022
172,173,NCT05003388,Multiple Sclerosis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for MS,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Multiple Sclerosis,St. John's,,Antigua and Barbuda,February 2022
173,174,NCT05003934,Rheumatoid Arthritis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for RA,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Rheumatoid Arthritis,St. John's,,Antigua and Barbuda,February 2022
174,175,NCT05152381,Osteoporosis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Osteoporosis,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Osteoporosis,St. John's,,Antigua and Barbuda,January 2022
175,176,NCT05018832,Traumatic Brain Injury,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for TBI,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Traumatic Brain Injury,St. John's,,Antigua and Barbuda,December 2022
176,177,NCT05018767,Frailty,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Aging Frailty,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Aging Frailty,St. John's,,Antigua and Barbuda,February 2022
177,178,NCT05018845,Chronic Kidney Diseases,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CKD,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Chronic Kidney Disease.,St. John's,,Antigua and Barbuda,February 2022
178,179,NCT05016804,Systemic Sclerosis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell IV Infusion for Systemic Sclerosis,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Systemic Sclerosis,St. John's,,Antigua and Barbuda,February 2022
179,180,NCT05003947,Inflammatory Bowel Diseases,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IBD,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Inflammatory Bowel Disease,St. John's,,Antigua and Barbuda,February 2022
180,181,NCT05016817,Idiopathic Pulmonary Fibrosis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IPF,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Idiopathic Pulmonary Fibrosis,St. John's,,Antigua and Barbuda,February 2022
181,182,NCT04447833,"ARDS, Human|COVID",Mesenchymal Stromal Cell Therapy For The Treatment Of Acute Respiratory Distress Syndrome,Mesenchymal Stromal Stem Cells - KI-MSC-PL-205,Mesenchymal Stromal Cell Therapy For The Treatment Of Acute Respiratory Distress Syndrome Validation of Mechanistic Pathways and Clinical Efficacy,Uppsala,,Sweden,"June 17, 2020"
182,183,NCT05003921,Amyotrophic Lateral Sclerosis,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intrathecal Injection for ALS,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intrathecal Injection for the Treatment of Amyotrophic Lateral Sclerosis,St. John's,,Antigua and Barbuda,February 2022
183,184,NCT04208646,Knee Osteoarthritis,Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells for the Treatment of Knee Osteoarthritis,Mesenchymal progenitor cells|No mesenchymal progenitor cells,"A Multicenter, Randomized, Double-blind, Controlled Phase II Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells (AlloJoin®) for the Treatment of Knee Osteoarthritis",Beijing|Hangzhou|Shanghai|Shanghai|Shanghai|Shanghai|Shanghai,,China|China|China|China|China|China|China,"May 16, 2020"
184,185,NCT05158114,Testicular Injury|Oligospermia,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Testicular Injury and Oligospermia,AlloRx,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for the Treatment of Testicular Injury and Oligospermia,St. John's,,Antigua and Barbuda,January 2022
185,186,NCT02013674,Chronic Ischemic Left Ventricular Dysfunction|Myocardial Infarction,The TRansendocardial Stem Cell Injection Delivery Effects on Neomyogenesis STudy (The TRIDENT Study),Allogeneic hMSCs,"A Phase II, Randomized, Blinded, Study of the Safety and Efficacy of Transendocardial Injection of Allogeneic Human Mesenchymal Stem Cells (hMSCs) (20 Million or 100 Million Total MSCs) in Patients With Chronic Ischemic Left Ventricular Dysfunction Secondary to Myocardial Infarction.",Miami,Florida,United States,"February 13, 2014"
186,187,NCT04184258,Systemic Lupus Erythematosus,Treatment of Systemic Lupus Erythematosus With Pooled Allogenic Mesenchymal Stem Cells,Pooled mesenchymal stem cell|Standard treatment according to the Clinical protocols,Treatment of Systemic Lupus Erythematosus With Pooled Allogenic Olfactory Mucosa Derived Mesenchymal Stem Cells,Minsk,,Belarus,"July 1, 2019"
187,188,NCT05042206,Chronic Kidney Disease Stage 3B|Chronic Kidney Disease stage4,Clinical Trial to Evaluate Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cell in Chronic Kidney Disease,Cellgram-CKD,"An Open Label, Single-center, Phase 1 Study to Evaluate the Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cell in Patients With Chronic Kidney Disease",Seoul,,"Korea, Republic of",October 2021
188,189,NCT02587715,"Multiple Sclerosis, Relapsing-Remitting",A Study of Allogeneic Human UC-MSC and Liberation Therapy (When Associated With CCSVI) in Patients With RRMS,Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells|Liberation therapy,"An Open-label, Non-randomized, Phase I/II Study of Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells (UC-MSC) and Liberation Therapy (When Associated With Chronic Cerebrovascular Venous Insufficiency) in Patients With Relapsing Remitting Multiple Sclerosis (RRMS)",San Fernando,Trinidad,Trinidad and Tobago,February 2015
189,190,NCT02418325,"Multiple Sclerosis, Relapsing-Remitting",A Study of Allogeneic Human UC-MSC and Liberation Therapy (When Associated With CCSVI) in Patients With RRMS,Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells|Liberation therapy,"An Open-label, Non-randomized, Phase I/II Study of Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells (UC-MSC) and Liberation Therapy (When Associated With Chronic Cerebrovascular Venous Insufficiency) in Patients With Relapsing Remitting Multiple Sclerosis (RRMS)",San Fernando,Trinidad,Trinidad and Tobago,February 2015
190,191,NCT02235844,Duchenne's Muscular Dystrophy,Allogeneic Human Umbilical Cord Mesenchymal Stem Cells for a Single Male Patient With Duchenne Muscular Dystrophy (DMD),Umbilical Cord Mesenchymal Stem Cells,Allogeneic Transplantation of Human Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for a Single Male Patient With Duchenne Muscular Dystrophy (DMD),Wichita,Kansas,United States,September 2014
191,192,NCT01678534,Ischemic Stroke,"Reparative Therapy in Acute Ischemic Stroke With Allogenic Mesenchymal Stem Cells From Adipose Tissue, Safety Assessment, a Randomised, Double Blind Placebo Controlled Single Center Pilot Clinical Trial",Allogenic mesenchymal stem cells from adipose tissue|Placebo,"Reparative Therapy in Acute Ischemic Stroke With Allogenic Mesenchymal Stem Cells From Adipose Tissue. Safety Assessment. A Randomised, Double Blind Placebo Controlled Single Center Pilot Clinical Trial.(AMASCIS-01/2011)",Madrid,,Spain,September 2014
192,193,NCT02855112,"Infantile Spinal Muscular Atrophy, Type I [Werdnig- Hoffman]",Allogeneic Adipose Derived Stem Cells for Werdnig Hoffman Patients,Adipose derived mesenchymal stem cell,The Effectiveness of Allogeneic Adipose Derived Mesenchymal Stem Cells (ADMSCs) in the Phenotypic Changes of Werdnig Hoffman Patients,Tehran,,"Iran, Islamic Republic of",June 2015
193,194,NCT05016011,"Osteoarthritis, Knee",Efficacy of Allogeneic UCMSCs for Treating Large Defects Knee Injury,Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)|Marrow cellution,Phase IIb Study Assessing the Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells for Knee Cartilage Injury,Bandar Tun Razak,Wilayah Persekutuan Kuala Lumpur,Malaysia,"July 1, 2020"
194,195,NCT02833792,Alzheimer Dementia,Allogeneic Human Mesenchymal Stem Cells for Alzheimer's Disease,Human Mesenchymal Stem Cells and Lactated Riunger's Solution|Placebo,A Phase IIa Study of Allogeneic Human Mesenchymal Stem Cells in Subjects With Mild to Moderate Dementia Due to Alzheimer's Disease,Santa Monica,California,United States,June 2016
195,196,NCT02384499,Fecal Incontinence,"Treatment of Fecal Incontinence Using Allogenic-Adipose-derived Mesenchymal Stem Cells: A Prospective, Dose Escalation, Randomized, Placebo-controlled, Parallel-group, Single-blind, Single-center Pilot Study",ALLO-ASC injection|Placebo,"Treatment of Fecal Incontinence Using Allogenic-Adipose-derived Mesenchymal Stem Cells: A Prospective, Dose Escalation, Randomized, Placebo-controlled, Parallel-group, Single-blind, Single-center Pilot Study",Seoul,,"Korea, Republic of",December 2014
196,197,NCT01649687,Cerebellar Ataxia,Treatment of Cerebellar Ataxia With Mesenchymal Stem Cells,Allogeneic adult adipose-derived mesenchymal stem cells,Treatment of Cerebellar Ataxia With Mesenchymal Stem Cells,Taipei,,Taiwan,May 2012
197,198,NCT04336254,COVID-19,Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe COVID-19 Patients,allogeneic human dental pulp stem cells (BSH BTC & Utooth BTC)|Intravenous saline injection (Placebo),"Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe Pneumonia of COVID-19：a Single-center, Prospective, Randomised Clinical Trial",Wuhan,Hubei,China,"May 6, 2020"
198,199,NCT00447460,Graft-vs-Host Disease (GVHD),Treatment of Refractory (Acute or Chronic) Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell,Mesenchymal stem cell (MSC),A Phase I/II Trial in Treating Patients With Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell,Navarra|Barcelona|Barcelona|Salamanca,Pamplona,Spain|Spain|Spain|Spain,January 2007
199,200,NCT04543994,Ulcerative Colitis,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Ulcerative Colitis (UC),Remestemcel-L|Remestemcel-L|Placebo,"A Phase IB/IIA Study of Remestemcel-L, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product, for the Treatment of Medically Refractory Ulcerative Colitis",Cleveland,Ohio,United States,"November 10, 2020"
200,201,NCT01902082,ARDS,Adipose-derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome,Mesenchymal stem cells|Placebo,Phase I Study of Allogeneic Adipose-derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome,Shaoxing,Zhejiang,China,November 2012
201,202,NCT02338375,Osteochondral Lesion of Talus,Safety and Efficacy of Allogenic Umbilical Cord Blood-derived Mesenchymal Stem Cell Product,Cartistem,Clinical Trial of the Safety and Efficacy of Allogenic Umbilical Cord Blood-derived Mesenchymal Stem Cell Product With Microfracture for Osteochondral Lesion of Talus Patients,Gangnam-Gu,Seoul,"Korea, Republic of",December 2012
202,203,NCT04548583,Crohn Colitis,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Crohn's Colitis,Remestemcel-L|Remestemcel-L|Placebo,"A Phase IB/IIA Study of Remestemcel-L, an Ex-vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product for the Treatment of Medically Refractory Crohn's Colitis",Cleveland,Ohio,United States,"November 4, 2020"
203,204,NCT05532943,Multiple Sclerosis,Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Allogeneic umbilical cord mesenchymal stem cells|Control group,A Seamless Phase I/IIa Clinical Study to Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Taichung,Non-US,Taiwan,"December 31, 2022"
204,205,NCT05501418,COVID-19 Infection,Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With COVID-19,Allogeneic umbilical cord mesenchymal stem cells|Controlled normal saline,A Seamless Phase I/IIa Clinical Study to Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Severe and Critical COVID-19 Condition,Taichung,Non-US,Taiwan,"August 5, 2020"
205,206,NCT01144962,Crohn's Disease|Fistula,Dose-escalating Therapeutic Study of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,"Localization, curettage of the fistulous tract and closure of the internal opening without MSC injection.|Localization, curettage of the fistulous tract and closure of the internal opening with local MSC injection.",Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,Leiden,Zuid Holland,Netherlands,June 2010
206,207,NCT02307435,Non Union Fracture|Metaphyseal Fibrous Defect,Allogenic Mesenchymal Stem Cell for Bone Defect or Non Union Fracture,MSC,"Potency of Allogenic Bone Marrow, Umbilical Cord, Adipose Mesenchymal Stem Cell for Non Union Fracture and Long Bone Defect, Directly and Cryopreserved",Jakarta Pusat|Propinsi DKI Jakarta,Jakarta|Jakarta,Indonesia|Indonesia,August 2014
207,208,NCT03818854,"Respiratory Distress Syndrome, Adult",Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome,Human Mesenchymal Stromal Cells|Cell Reconstitution Media,"A Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Clinical Trial of Allogeneic Bone Marrow-derived Human Mesenchymal Stromal Cells (hMSCs) for the Treatment of Acute Respiratory Distress Syndrome",Sacramento|San Francisco|San Francisco|Portland|Nashville|Houston|Seattle,California|California|California|Oregon|Tennessee|Texas|Washington,United States|United States|United States|United States|United States|United States|United States,"November 26, 2019"
