,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
368,369,NCT02981576,Spinal Cord Injuries,Safety and Effectiveness of BM-MSC vs AT-MSC in the Treatment of SCI Patients.,Autologous Mesenchymal Stem Cells,Comparative Evaluation of Safety and Effectiveness of Autologous Bone Marrow Derived Mesenchymal Stem Cells (BM-MSC) vs Adipose Tissue Derived Mesenchymal Stem Cells (AT-MSC) in the Treatment of Spinal Cord Injury (SCI) Patient.,Amman,,Jordan,November 2016
369,370,NCT00447460,Graft-vs-Host Disease (GVHD),Treatment of Refractory (Acute or Chronic) Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell,Mesenchymal stem cell (MSC),A Phase I/II Trial in Treating Patients With Graft-Versus-Host Disease by the Infusion of Expanded in-Vitro Allogenic Mesenchymal Stem Cell,Navarra|Barcelona|Barcelona|Salamanca,Pamplona,Spain|Spain|Spain|Spain,January 2007
370,371,NCT04153630,"Epidermolysis Bullosa Dystrophica, Recessive",Safety Study and Preliminary Efficacy of Infusion Haploidentical Mesenchymal Stem Cells Derived From Bone Marrow for Treating Recessive Dystrophic Epidermolysis Bullosa,mesenchymal stem cells derived from bone marrow (BM-MSCs),Safety Study and Preliminary Efficacy of Infusion Haploidentical Mesenchymal Stem Cells Derived From Bone Marrow for Treating Recessive Dystrophic Epidermolysis Bullosa,Madrid,,Spain,"May 17, 2018"
371,372,NCT01549665,Graft-Versus-Host Disease|GVHD|Allogeneic Hematopoietic Transplant|Disorder Related to Transplantation,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,Human umbilical cord blood-derived mesenchymal stem cells,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,Seoul,,"Korea, Republic of",January 2012
372,373,NCT05262829,Crohn Disease,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate and Severe Crohn's Disease,Human Umbilical Cord Mesenchymal Stem Cells,"A Single-arm, Open-label Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Refractory Moderate to Severe Crohn's Disease",Shanghai,Pudong New Area,China,"February 28, 2022"
373,374,NCT01668576,Lung Transplantation,Properties of Mesenchymal Stem Cells in Lung Transplant,,Properties of Mesenchymal Stem Cells in Lung Transplant Candidates,Atlanta,Georgia,United States,August 2012
374,375,NCT02338271,Low Back Pain,Autologous Adipose Derived Stem Cell Therapy for Intervertebral Disc Degeneration,autologous adipose derived mesenchymal stem cell,Safety and Efficacy Study of Autologous Adipose Derived Mesenchymal Stem Cells Implantation in Chronic Low Back Pain Patients With Lumbar Intervertebral Disc Degeneration,Seongnam-si,Gyeonggi-do,"Korea, Republic of",January 2015
375,376,NCT03570333,Gingival Recession|Lack of Keratinized Gingiva (Disorder),Progenitor Potential of Mesenchymal Stem Cells in Palatal Tissue Harvested From Molar and Premolar Sites,progenitor potential of Gingival Mesenchymal cells,Identification and Application of Gingival Mesenchymal Stem Cells for Dental Tissue Regeneration.,Birmingham,Alabama,United States,"September 17, 2018"
376,377,NCT01092026,Allogeneic Stem Cell Transplantation,Unrelated Umbilical Cord Blood Transplantation With Coinfusion of Mesenchymal Stem Cells,cord blood transplantation,A Pilot Study to Assess the Feasibility of Unrelated Umbilical Cord Blood Transplantation With Coinfusion of Third-party Mesenchymal Stem Cells After Myeloablative or Nonmyeloablative Conditioning in Patients With Hematological Malignancies,Brussel,,Belgium,November 2010
377,378,NCT02035514,Relapsing Remitting Multiple Sclerosis (RRMS),Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis,Bone marrow autologous mesenchymal stem cells transplantation,Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis,Badalona,Barcelona,Spain,December 2013
378,379,NCT05442437,HBV,Human Umbilical Cord Mesenchymal Stem Cells for Treating HBV Clinical Study,hUCMSCs,Human Umbilical Cord Mesenchymal Stem Cells for Treating HBV Clinical Study,Wuhan,Hubei,China,"September 8, 2019"
379,380,NCT01499056,Hip Osteoarthritis,Mesenchymal Stem Cell Transplantation in Osteoarthritis of Hip Joint,stem cell injection,Evaluation the Side Effect of Bone Marrow Derived Mesenchymal Stem Cell in Patients With Osteoarthritis of Hip Joint,Tehran,,"Iran, Islamic Republic of",June 2010
380,381,NCT03181087,Uterine Scar,Safety of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars,Umbilical cord MSCs,"A Phase I, Single-arm, Open Study of the Safety of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars",Foshan,Guangdong,China,"December 11, 2021"
381,382,NCT04314011,Aging Frailty,Clinical Study of Umbilical Cord Mesenchymal Stem Cells Infusion for Aging Frailty,Human umbilical cord mesenchymal stem cells（HUC-MSCs）|Placebo,"A Multicenter, Randomized, Double-blind, Placebo-controlled Clinical Study of Umbilical Cord Mesenchymal Stem Cells Infusion for Aging Frailty",Shanghai,,China,"June 1, 2020"
382,383,NCT03308565,Spinal Cord Injuries|Paralysis,Adipose Stem Cells for Traumatic Spinal Cord Injury,"Autologous, Adipose derived Mesenchymal Stem Cells",Phase I Clinical Trial of Autologous Adipose Derived Mesenchymal Stem Cells in the Treatment of Paralysis Due to Traumatic Spinal Cord Injury,Rochester,Minnesota,United States,"December 5, 2017"
383,384,NCT03414697,Cerebral Palsy,Transplantation of Umbilical Cord-derived Mesenchymal Stem Cells Via Different Routes,Control group|UC-MSCs,Transplantation of Umbilical Cord-derived Mesenchymal Stem Cells Via Different Routes for the Treatment of Cerebral Palsy in Children,Dalian,Liaoning,China,April 2018
384,385,NCT01958502,Nonunion of Fracture,Evaluation the Treatment of Nonunion of Long Bone Fracture of Lower Extremities (Femur and Tibia) Using Mononuclear Stem Cells From the Iliac Wing Within a 3-D Tissue Engineered Scaffold,surgical treatment of non union with mesenchymal stem cells with BMP2 within a 3-D tissue engineered scaffold,,Mashhad,Khorasan,"Iran, Islamic Republic of",July 2013
385,386,NCT02688049,Spinal Cord Injury,NeuroRegen Scaffold™ Combined With Stem Cells for Chronic Spinal Cord Injury Repair,NeuroRegen scaffold/mesenchymal stem cells transplantation|NeuroRegen scaffold/neural stem cells transplantation,The Efficacy and Safety of NeuroRegen Scaffold™ Combined With Mesenchymal Stem Cells or Neural Stem Cells for Chronic Spinal Cord Injury Repair,Tianjin,,China,January 2016
386,387,NCT04543994,Ulcerative Colitis,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Ulcerative Colitis (UC),Remestemcel-L|Remestemcel-L|Placebo,"A Phase IB/IIA Study of Remestemcel-L, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product, for the Treatment of Medically Refractory Ulcerative Colitis",Cleveland,Ohio,United States,"November 10, 2020"
387,388,NCT03326505,Multiple Sclerosis,Allogenic Mesenchymal Stem Cells And Physical Therapy for MS Treatment,Umbilical cord derived Mesenchymal Stem Cells|Supervised physical therapy,The Effect of Stem Cell Therapy and Comprehensive Physical Therapy in Motor and Non-Motor Symptoms in Patients With Multiple Sclerosis: A Comparative Study.,Amman|Amman,,Jordan|Jordan,"September 25, 2017"
388,389,NCT02237846,Osteoarthritis of the Knee,Clinical Study of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC) for Treatment of Osteoarthritis,Human umbilical cord tissue-derived mesenchymal stem cells,Clinical Study of Umbilical Cord Tissue Mesenchymal Stem Cells (UC-MSC) for Treatment of Osteoarthritis,Panama City,,Panama,September 2014
389,390,NCT02985346,Idiopathic Pulmonary Hemosiderosis,Efficacy of Bone Marrow Mesenchymal Stem Cell in Pulmonary Hemosiderosis,Bone marrow mesenchymal stem cells in treatment of Idiopathic pulmonary hemosiderosis,Sun Yat-sen Memorial Hospital,,,,January 2017
390,391,NCT02574585,Spinal Cord Injury,Autologous Mesenchymal Stem Cells Transplantation in Thoracolumbar Chronic and Complete Spinal Cord Injury Spinal Cord Injury,Autologous mesenchymal cells transplantation,Randomized Clinical Trial for the Evaluation of Autologous Mesenchymal Stem Cells Transplantation in Thoracolumbar Chronic and Complete Spinal Cord Injury,,,,December 2019
391,392,NCT02855112,"Infantile Spinal Muscular Atrophy, Type I [Werdnig- Hoffman]",Allogeneic Adipose Derived Stem Cells for Werdnig Hoffman Patients,Adipose derived mesenchymal stem cell,The Effectiveness of Allogeneic Adipose Derived Mesenchymal Stem Cells (ADMSCs) in the Phenotypic Changes of Werdnig Hoffman Patients,Tehran,,"Iran, Islamic Republic of",June 2015
392,393,NCT00366145,Graft Versus Host Disease,Efficacy and Safety of Adult Human Mesenchymal Stem Cells to Treat Steroid Refractory Acute Graft Versus Host Disease (GVHD),Prochymal®|Placebo|Standard of Care for GVHD,"A Phase III, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD",Birmingham|Tucson|Duarte|San Francisco|New Haven|Miami|Saint Petersburg|Atlanta|Atlanta|Chicago|Chicago|Chicago|Beech Grove|Iowa City|Kansas City|Louisville|Shreveport|Baltimore|Boston|Boston|Boston|Detroit|Rochester|Jackson|Omaha|Hackensack|Buffalo|New York|New York|New York|Rochester|Valhalla|Durham|Winston-Salem|Portland|Hershey|Pittsburgh|Charleston|Dallas|Dallas|Dallas|Houston|San Antonio|Richmond|Seattle|Madison|Milwaukee|Herston|Parkville|Perth|Calgary|Vancouver|Winnipeg|Halifax|Hamilton|London|Ottawa|Toronto|Toronto|Montreal|Quebec|Quebec|Pesaro|Pavia|Basel|London|Headington|Bristol|Glasgow|Leeds,Alabama|Arizona|California|California|Connecticut|Florida|Florida|Georgia|Georgia|Illinois|Illinois|Illinois|Indiana|Iowa|Kansas|Kentucky|Louisiana|Maryland|Massachusetts|Massachusetts|Massachusetts|Michigan|Minnesota|Mississippi|Nebraska|New Jersey|New York|New York|New York|New York|New York|New York|North Carolina|North Carolina|Oregon|Pennsylvania|Pennsylvania|South Carolina|Texas|Texas|Texas|Texas|Texas|Virginia|Washington|Wisconsin|Wisconsin|Queensland|Victoria|Western Australia|Alberta|British Columbia|Manitoba|Nova Scotia|Ontario|Ontario|Ontario|Ontario|Ontario|Quebec|PU|England|Oxford|UK|UK|UK,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Australia|Australia|Australia|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Italy|Italy|Switzerland|United Kingdom|United Kingdom|United Kingdom|United Kingdom|United Kingdom,"August 17, 2006"
393,394,NCT02304588,Diabetic Foot|Lower Limb Ischemia,Stem Cell Therapy for Patients With Vascular Occlusive Diseases Such as Diabetic Foot,Mesenchymal stem cells,Vascular Occlusive Diseases Such as Diabetic Foot Treated With Mesenchymal Stem Cell,Beijing,Beijing,China,January 2013
394,395,NCT04657458,Covid19|ARDS|Hypoxia|Cytokine Storm,A Global Expanded Access Protocol on Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Infusion Treatment for Patients With COVID-19 Associated ARDS,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment: A Global Expanded Access Protocol for Patients With COVID-19 Associated ARDS Who Do Not Qualify for Phase II Randomized Control Trial,,,,
395,396,NCT03816852,Premature Ovarian Failure,The Safety and Efficiency Study of Mesenchymal Stem Cell (19#iSCLife®-POI) in Premature Ovarian Insufficiency,hucMSCs,Clinical Study on the Safety and Effectiveness of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Premature Ovarian Insufficiency,Zhengzhou,Henan,China,"October 1, 2018"
396,397,NCT02770430,Graft vs Host Disease,Mesenchymal Stem Cells as First Treatment Line for Resistant Acute Graft Versus Host Disease,mesenchymal stem cells|conventional treatment,"A Phase II, Randomized Study to Evaluate the Human Mesenchymal Stem Cells as a First-line Treatment for aGVHD in Patients Steroids Resistant.",Porto Alegre,Rio Grande do Sul,Brazil,September 2015
397,398,NCT04371601,COVID-19 Pneumonia,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,Oseltamivir|hormones|oxygen therapy|mesenchymal stem cells,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,Fuzhou,Fujian,China,"March 1, 2020"
398,399,NCT03361631,"Erectile Dysfunction|Stem Cells|Diabetes Mellitus, Type 1",Intracavernous Injection of Autologous Mesenchymal Stem Cells in the Treatment of Erectile Dysfunction Resistant to Oral Treatment in Patients With Type I Diabetes,Autologous Bone Marrow derived Mesenchymal Stem Cells,Intracavernous Injection of Autologous Mesenchymal Stem Cells in the Curative Treatment of Erectile Dysfunction Resistant to Oral Treatment in Patients With Type I Diabetes: Dose Escalation Trial,,,,"June 30, 2018"
399,400,NCT01860417,Degenerative Disc Disease|Intervertebral Disc Disease|Low Back Pain,Treatment of Degenerative Disc Disease With Allogenic Mesenchymal Stem Cells (MSV),Allogenic Mesenchymal Stromal Cells|Mepivacaine,Treatment of Lumbar Degenerative Disc Disease With Allogenic Mesenchymal Stem Cells (MSV*) *MSV: Bone Marrow Mesenchymal Stromal Cells Expanded Using the Valladolid IBGM Procedure,Valladolid|Valladolid,,Spain|Spain,April 2013
400,401,NCT02611167,Parkinson's Disease,Allogeneic Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Idiopathic Parkinson's Disease,Allogeneic bone marrow-derived MSCs (1 x 10 6 MSC/kg)|Allogeneic bone marrow-derived MSCs (3 x 10 6 MSC/kg)|Allogeneic bone marrow-derived MSCs (6 x 10 6 MSC/kg)|Allogeneic bone marrow-derived MSCs (10 x 10 6 MSC/kg),Pilot Phase I Study of Allogeneic Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Idiopathic Parkinson's Disease,Houston,Texas,United States,"November 1, 2017"
401,402,NCT03874572,Xerostomia Due to Radiotherapy|Hyposalivation|Xerostomia|Oropharynx Cancer|Salivary Gland Diseases|Dry Mouth|Mesenchymal Stem Cells|Mesenchymal Stromal Cells|Stem Cells,Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia/Dry Mouth,Allogeneic adipose derived stem/stromal cells,A Phase I Open Label Study Evaluating the Safety and Feasibility of Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia in Previous Oropharynx Cancer Patients,Copenhagen|Copenhagen,,Denmark|Denmark,"March 18, 2019"
402,403,NCT03265613,Mesenchymal Stromal Cells|Psoriasis|Drug Toxicity|Drug Effect,Safety and Efficacy of Expanded Allogeneic AD-MSCs in Patients With Moderate to Severe Psoriasis,adipose-derived multipotent mesenchymal stem cells,Safety and Efficacy of Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Moderate to Severe Psoriasis,Guangzhou,Guangdong,China,"September 24, 2017"
403,404,NCT05413148,Retinitis Pigmentosa,The Effect of Stem Cells and Stem Cell Exosomes on Visual Functions in Patients With Retinitis Pigmentosa,Subtenon injection of Wharton jelly derived mesenchymal stem cells|Subtenon injection of Wharton jelly derived mesenchymal stem cell exosomes|Placebo,The Effect of Wharton Jelly-derived Mesenchymal Stem Cells and Stem Cell Exosomes on Visual Functions in Patients With Retinitis Pigmentosa,Kayseri,,Turkey,"August 5, 2022"
404,405,NCT02034786,Lipodystrophies|Aesthetics Procedure,Safety Study of Filler Agent Composed of Autologous Mesenchymal Stem Cells and Hyaluronic Acid,Adipose tissue collection|Transdermal injection|Transdermal injection,Phase I Study of a Filler Agent Composed of Mesenchymal Stem Cells Obtained From Autologous Adipose Tissue Associated With Hyaluronic Acid,Rio de Janeiro,,Brazil,March 2015
405,406,NCT01207869,Bronchopulmonary Dysplasia|Extremely Premature Infants|Severe BPD That Conventional Therapies Has Failed|No Severe Congenital Anomalies|no Severe IVH Neither Cystic PVL,Intratracheal Umbilical Cord-derived Mesenchymal Stem Cells for Severe Bronchopulmonary Dysplasia,ucMSCs|Normal saline,Intratracheal Instillation of Umbilical Cord-derived Mesenchymal Stem Cells as a Rescue Treatment for Severe Bronchopulmonary Dysplasia,"Taichung,",,Taiwan,July 2010
